temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
62,28,13.3,3,10,81,11,30,1398
62,28,13.3,3,10,83,16,30,0
62,28,16.1,3,10,90,9,30.01,0
62,28,16.1,3,10,93,14,30.02,0
62,28,16.1,3,10,93,11,30.05,6342
62,28,16.1,2,10,65,14,30.07,28764
62,28,16.1,2,10,55,20,30.07,33909
62,28,16.1,2,10,53,28,30.05,21038
62,28,16.1,2,10,67,23,30.04,2011
62,28,16.1,0,10,78,17,30.05,0
70,28,10.6,0,10,83,10,30.02,0
70,28,10.6,1,10,86,6,30,0
70,28,10.6,1,10,70,0,30.03,8059
70,28,10.6,0,10,63,3,30.01,28056
70,28,10.6,0,10,28,13,29.95,32729
70,28,10.6,0,10,34,23,29.91,20746
70,28,10.6,0,10,54,24,29.88,1753
70,28,10.6,0,10,65,9,29.89,0
73,30,10.4,0,10,72,5,29.87,0
73,30,10.4,1,10,72,6,29.85,0
73,30,10.4,1,10,63,0,29.86,7896
73,30,10.4,0,10,64,5,29.86,27500
73,30,10.4,0,10,33,13,29.83,32195
73,30,10.4,0,10,43,22,29.81,20315
73,30,10.4,1,10,68,18,29.82,1952
73,30,10.4,1,10,81,11,29.87,0
62,30,14.7,1,10,87,11,29.86,0
62,30,14.7,1,10,90,9,29.88,0
62,30,14.7,1,10,84,10,29.93,2734
62,30,14.7,1,10,63,14,29.96,20080
62,30,14.7,1,10,59,18,29.96,34591
62,30,14.7,1,10,68,23,29.94,21875
62,30,14.7,1,10,83,18,29.96,2232
62,30,14.7,1,10,93,15,29.99,0
60,30,13,1,10,96,11,29.99,0
60,30,13,1,10,93,10,30,0
60,30,13,1,10,90,8,30.04,1861
60,30,13,1,10,73,13,30.05,26433
60,30,13,1,10,59,16,30.03,33639
60,30,13,1,10,61,18,29.98,21208
60,30,13,1,10,83,20,29.99,1992
60,30,13,1,10,90,14,30.03,0
62,30,13.7,1,10,93,13,30.01,0
62,30,13.7,1,10,93,10,30.01,0
62,30,13.7,1,10,83,6,30.03,5203
62,30,13.7,1,10,68,8,30.02,28196
62,30,13.7,1,10,57,17,29.98,32608
62,30,13.7,2,10,63,21,29.93,20628
62,30,13.7,1,10,78,18,29.95,1829
62,30,13.7,1,10,93,15,29.97,0
64,30,13,1,10,86,9,29.95,0
64,30,13,1,10,90,6,29.93,0
64,30,13,1,10,81,6,29.94,4180
64,30,13,2,10,59,8,29.94,28174
64,30,13,3,10,53,16,29.91,34224
64,30,13,3,10,70,23,29.9,18452
64,30,13,2,10,84,18,29.89,1810
64,30,13,1,10,90,13,29.91,0
64,30,13.1,2,10,90,10,29.9,0
64,30,13.1,2,10,93,11,29.88,0
64,30,13.1,2,10,84,8,29.91,6677
64,30,13.1,1,10,68,7,29.91,27571
64,30,13.1,1,10,51,16,29.88,32484
64,30,13.1,1,10,61,22,29.85,20623
64,30,13.1,1,9,81,16,29.87,1833
64,30,13.1,2,10,83,11,29.94,0
61,28,14.6,1,10,83,11,29.94,0
61,28,14.6,2,10,87,5,29.93,0
61,28,14.6,1,8,87,13,29.96,1553
61,28,14.6,1,10,72,17,30,10820
61,28,14.6,1,10,65,18,30,34718
61,28,14.6,1,10,70,26,29.97,21487
61,28,14.6,2,10,83,15,29.96,1893
61,28,14.6,3,10,90,15,29.99,0
59,27,16.1,4,10,93,15,29.98,0
59,27,16.1,4,10,93,11,29.97,0
59,27,16.1,4,9,90,17,30,692
59,27,16.1,3,10,81,14,30.02,12441
59,27,16.1,3,10,73,23,30.02,32812
59,27,16.1,2,10,72,22,29.98,21404
59,27,16.1,3,10,87,17,29.96,1844
59,27,16.1,3,10,87,17,29.97,0
59,27,13.7,4,10,90,15,29.96,0
59,27,13.7,4,10,90,13,29.96,0
59,27,13.7,4,10,90,8,29.97,987
59,27,13.7,3,10,78,16,29.98,13735
59,27,13.7,3,10,72,17,29.96,34957
59,27,13.7,2,10,70,17,29.92,20826
59,27,13.7,3,10,83,16,29.9,1837
59,27,13.7,4,10,87,9,29.92,0
60,26,13.6,4,10,87,11,29.91,0
60,26,13.6,4,10,90,8,29.9,0
60,26,13.6,3,10,86,8,29.92,1107
60,26,13.6,1,10,67,14,29.92,17409
60,26,13.6,1,10,61,18,29.91,34682
60,26,13.6,2,10,70,20,29.89,21170
60,26,13.6,4,9,83,15,29.9,840
60,26,13.6,4,10,87,14,29.93,0
59,26,13.1,4,10,87,13,29.93,0
59,26,13.1,4,10,86,11,29.93,0
59,26,13.1,4,10,83,9,29.96,1367
59,26,13.1,4,10,78,10,29.97,9148
59,26,13.1,1,10,61,18,29.96,33470
59,26,13.1,1,10,68,22,29.94,19317
59,26,13.1,4,10,81,15,29.95,1149
59,26,13.1,4,10,87,8,29.97,0
60,29,15,4,10,86,9,29.97,0
60,29,15,4,10,86,8,29.98,0
60,29,15,3,10,86,9,29.98,1343
60,29,15,1,10,70,14,29.99,21787
60,29,15,1,10,63,20,29.96,34459
60,29,15,2,10,70,26,29.94,21451
60,29,15,1,9,86,20,29.94,1985
60,29,15,1,10,93,16,29.99,0
63,30,13,3,10,96,15,30,0
63,30,13,4,10,90,6,30,0
63,30,13,4,10,87,0,30.03,1683
63,30,13,1,10,70,6,30.01,27417
63,30,13,1,10,53,13,29.96,33306
63,30,13,2,10,65,24,29.93,21065
63,30,13,2,10,83,22,29.94,1714
63,30,13,1,10,96,15,29.97,0
61,29,14.2,3,10,96,15,29.96,0
61,29,14.2,3,10,96,8,29.96,0
61,29,14.2,4,9,90,8,29.97,620
61,29,14.2,1,10,70,14,29.95,0
61,29,14.2,1,10,59,14,29.9,18889
61,29,14.2,1,10,72,26,29.88,20769
61,29,14.2,1,10,87,20,29.88,1873
61,29,14.2,3,10,90,10,29.91,0
62,27,12.8,4,10,87,11,29.89,0
62,27,12.8,4,10,90,8,29.88,0
62,27,12.8,4,10,90,6,29.9,639
62,27,12.8,3,10,75,13,29.9,7082
62,27,12.8,1,10,68,18,29.86,28694
62,27,12.8,2,10,70,21,29.83,14653
62,27,12.8,3,10,84,15,29.84,828
62,27,12.8,4,10,87,13,29.86,0
65,27,13.6,4,10,84,7,29.85,0
65,27,13.6,4,10,84,8,29.84,0
65,27,13.6,4,10,84,6,29.87,938
65,27,13.6,1,10,68,14,29.88,10750
65,27,13.6,1,10,59,21,29.86,30473
65,27,13.6,1,10,66,22,29.85,13620
65,27,13.6,3,9,81,17,29.86,771
65,27,13.6,4,10,84,13,29.89,0
63,26,11.6,4,10,87,7,29.89,0
63,26,11.6,4,10,84,9,29.89,0
63,26,11.6,4,10,81,8,29.93,1353
63,26,11.6,3,10,70,15,29.96,10411
63,26,11.6,1,10,66,18,29.95,32389
63,26,11.6,3,10,70,17,29.91,19605
63,26,11.6,4,9,84,14,29.93,2225
63,26,11.6,4,10,87,8,29.95,0
62,28,12.8,4,10,87,8,29.94,0
62,28,12.8,4,10,93,7,29.94,0
62,28,12.8,4,10,87,7,29.98,1276
62,28,12.8,3,10,75,13,29.99,11886
62,28,12.8,1,10,61,16,29.97,34021
62,28,12.8,2,10,70,24,29.92,17733
62,28,12.8,2,9,87,13,29.94,734
62,28,12.8,3,10,93,13,29.96,0
63,28,13,4,9,90,13,29.95,0
63,28,13,4,10,90,5,29.94,0
63,28,13,4,10,87,5,29.97,1974
63,28,13,2,10,68,13,29.98,23788
63,28,13,1,10,63,24,29.97,34447
63,28,13,2,10,73,20,29.97,18771
63,28,13,3,9,81,13,29.98,1739
63,28,13,2,10,84,10,30,0
63,27,13.5,4,10,84,13,29.99,0
63,27,13.5,4,10,90,5,29.99,0
63,27,13.5,4,10,87,11,30.02,610
63,27,13.5,3,10,70,14,30.02,7779
63,27,13.5,1,10,63,16,30,30137
63,27,13.5,1,10,65,25,29.97,20887
63,27,13.5,3,10,81,13,29.96,1661
63,27,13.5,4,10,84,16,29.98,0
64,27,11.5,4,10,87,10,29.98,0
64,27,11.5,4,9,90,5,29.99,0
64,27,11.5,4,10,84,6,30.01,1259
64,27,11.5,4,10,70,8,30.02,12757
64,27,11.5,1,10,59,15,30,34325
64,27,11.5,1,10,61,17,29.97,20756
64,27,11.5,1,10,75,14,29.97,1509
64,27,11.5,4,10,87,17,29.99,0
66,27,12,4,10,93,7,30.01,0
66,27,12,4,10,87,3,30.02,0
66,27,12,3,10,81,5,30.05,4745
66,27,12,1,10,66,11,30.06,22158
66,27,12,0,10,52,18,30.03,33187
66,27,12,1,10,55,21,29.99,20199
66,27,12,1,10,73,18,29.97,1452
66,27,12,1,10,84,10,30,0
66,26,14,1,10,81,16,30,0
66,26,14,4,10,90,9,30.01,0
66,26,14,4,10,84,7,30.01,1428
66,26,14,3,10,68,13,30.02,19029
66,26,14,1,10,59,17,30.01,34055
66,26,14,2,10,68,23,29.98,22084
66,26,14,3,10,70,13,29.96,1588
66,26,14,4,10,78,10,29.98,0
66,27,12.9,3,10,78,5,29.96,0
66,27,12.9,4,10,81,10,29.97,0
66,27,12.9,3,10,78,9,30.02,3997
66,27,12.9,3,10,57,11,30.04,19430
66,27,12.9,3,10,59,10,30.06,24803
66,27,12.9,2,10,59,15,30.03,20514
66,27,12.9,2,10,73,20,30.02,1481
66,27,12.9,2,10,81,17,30.04,0
64,27,16.1,3,10,87,11,30.03,0
64,27,16.1,4,10,84,16,30.02,0
64,27,16.1,3,10,81,17,30.05,5248
64,27,16.1,2,10,65,11,30.07,24698
64,27,16.1,2,10,61,23,30.06,33210
64,27,16.1,2,10,63,17,30.03,19423
64,27,16.1,1,10,81,20,30.02,1397
64,27,16.1,1,9,87,18,30.03,0
67,30,9.8,1,9,87,7,30.02,0
67,30,9.8,0,10,84,3,30,0
67,30,9.8,0,8,81,0,30.02,6035
67,30,9.8,1,8,73,5,30.02,26346
67,30,9.8,1,10,50,18,29.98,31908
67,30,9.8,1,10,55,16,29.95,19265
67,30,9.8,2,9,78,18,29.94,1425
67,30,9.8,1,10,84,9,29.96,0
71,29,9.7,0,10,84,5,29.93,0
71,29,9.7,0,10,87,0,29.93,0
71,29,9.7,0,9,75,0,29.94,5801
71,29,9.7,1,9,73,5,29.95,25690
71,29,9.7,1,10,32,20,29.91,31531
71,29,9.7,1,10,47,20,29.88,18938
71,29,9.7,2,10,73,15,29.85,1329
71,29,9.7,0,10,75,9,29.88,0
73,30,10.3,0,10,78,5,29.88,0
73,30,10.3,0,10,84,5,29.88,0
73,30,10.3,0,10,75,0,29.92,6044
73,30,10.3,1,10,66,5,29.94,25211
73,30,10.3,1,10,44,21,29.92,31366
73,30,10.3,2,10,55,20,29.91,17623
73,30,10.3,2,10,78,18,29.91,906
73,30,10.3,1,10,87,10,29.96,0
66,30,9.3,2,10,90,8,29.97,0
66,30,9.3,2,10,90,5,29.98,0
66,30,9.3,1,10,84,0,30.02,744
66,30,9.3,1,10,70,7,30.03,11209
66,30,9.3,3,10,61,21,30.02,27606
66,30,9.3,1,10,70,18,30,17905
66,30,9.3,3,10,87,13,30,1346
66,30,9.3,2,10,90,8,30.01,0
71,29,12.5,2,10,90,5,30,0
71,29,12.5,2,10,93,7,29.99,0
71,29,12.5,3,10,90,0,30,6343
71,29,12.5,1,10,73,3,30.01,27323
71,29,12.5,1,10,42,22,29.98,32295
71,29,12.5,1,10,50,31,29.94,19187
71,29,12.5,3,10,53,14,29.93,1318
71,29,12.5,1,10,73,10,29.96,0
67,28,21.2,2,10,78,14,29.95,0
67,28,21.2,2,10,90,15,29.94,0
67,28,21.2,1,10,81,16,29.97,6406
67,28,21.2,1,10,63,17,29.98,27136
67,28,21.2,1,10,48,28,29.97,32235
67,28,21.2,1,10,48,26,29.93,19164
67,28,21.2,0,10,61,28,29.91,1110
67,28,21.2,2,10,72,20,29.94,0
63,26,19.3,2,10,72,18,29.96,0
63,26,19.3,2,10,72,24,29.95,0
63,26,19.3,1,10,72,17,29.97,6524
63,26,19.3,1,10,63,26,29.99,27737
63,26,19.3,1,10,63,21,29.99,33293
63,26,19.3,1,10,65,23,29.96,19411
63,26,19.3,2,10,75,15,29.94,1158
63,26,19.3,1,10,81,10,29.94,0
67,30,8.5,0,10,83,3,29.94,0
67,30,8.5,1,10,83,3,29.93,0
67,30,8.5,0,10,78,0,29.96,5826
67,30,8.5,0,9,70,5,29.96,26714
67,30,8.5,0,10,40,15,29.93,32413
67,30,8.5,0,10,53,21,29.91,18854
67,30,8.5,1,10,72,9,29.89,1091
67,30,8.5,1,10,81,13,29.92,0
65,30,11.1,1,10,83,7,29.9,0
65,30,11.1,1,10,83,6,29.9,0
65,30,11.1,1,10,78,0,29.93,5831
65,30,11.1,2,10,61,6,29.93,26277
65,30,11.1,1,10,53,14,29.9,31397
65,30,11.1,1,10,51,22,29.85,18705
65,30,11.1,1,9,78,18,29.85,1055
65,30,11.1,1,10,83,16,29.89,0
62,29,14.2,1,10,83,10,29.87,0
62,29,14.2,1,10,87,7,29.87,0
62,29,14.2,1,9,84,8,29.92,1379
62,29,14.2,1,10,65,10,29.92,24772
62,29,14.2,1,10,65,23,29.9,33053
62,29,14.2,1,10,73,25,29.86,19120
62,29,14.2,3,10,87,18,29.86,1132
62,29,14.2,3,10,87,13,29.88,0
62,29,11.5,3,10,87,6,29.87,0
62,29,11.5,4,10,83,5,29.86,0
62,29,11.5,4,9,84,7,29.87,806
62,29,11.5,1,9,73,13,29.88,20290
62,29,11.5,1,10,63,18,29.85,31772
62,29,11.5,1,10,68,21,29.81,18020
62,29,11.5,1,10,87,18,29.81,499
62,29,11.5,1,10,90,10,29.84,0
65,30,8.6,4,10,93,10,29.82,0
65,30,8.6,4,10,87,6,29.82,0
65,30,8.6,4,10,84,0,29.85,0
65,30,8.6,2,9,73,5,29.87,8584
65,30,8.6,1,9,66,6,29.85,18238
65,30,8.6,1,10,63,17,29.82,11166
65,30,8.6,1,10,81,15,29.84,863
65,30,8.6,1,10,78,6,29.87,0
64,28,12.3,2,10,84,0,29.86,0
64,28,12.3,3,10,84,6,29.88,0
64,28,12.3,3,10,81,7,29.91,759
64,28,12.3,1,10,66,10,29.92,8690
64,28,12.3,1,10,55,16,29.92,25632
64,28,12.3,1,10,65,21,29.9,18709
64,28,12.3,2,10,84,20,29.91,1306
64,28,12.3,4,10,90,14,29.94,0
68,29,9.2,4,10,87,6,29.93,0
68,29,9.2,4,10,90,0,29.91,0
68,29,9.2,4,9,87,3,29.92,1211
68,29,9.2,1,10,75,3,29.92,22969
68,29,9.2,1,10,68,6,29.87,31163
68,29,9.2,2,10,55,18,29.81,18040
68,29,9.2,2,10,70,15,29.82,886
68,29,9.2,0,10,78,10,29.86,0
63,29,14.7,1,10,81,11,29.84,0
63,29,14.7,1,10,84,8,29.83,0
63,29,14.7,2,9,84,7,29.88,1709
63,29,14.7,2,10,73,17,29.89,17165
63,29,14.7,2,10,63,21,29.86,32668
63,29,14.7,3,10,68,17,29.86,17506
63,29,14.7,3,10,78,22,29.88,467
63,29,14.7,3,10,81,14,29.89,0
62,28,11.6,3,10,81,6,29.87,0
62,28,11.6,2,10,87,3,29.87,0
62,28,11.6,2,10,87,6,29.91,879
62,28,11.6,2,10,63,10,29.94,14255
62,28,11.6,2,10,57,24,29.92,34720
62,28,11.6,2,10,65,29,29.91,18413
62,28,11.6,3,10,83,11,29.91,1261
62,28,11.6,3,10,80,8,29.92,0
61,27,8.1,2,10,80,8,29.91,0
61,27,8.1,1,10,83,3,29.91,0
61,27,8.1,1,9,80,0,29.94,855
61,27,8.1,1,10,68,3,29.96,22613
61,27,8.1,1,10,59,18,29.95,32841
61,27,8.1,1,10,63,14,29.95,18560
61,27,8.1,1,10,75,14,29.94,858
61,27,8.1,1,10,86,9,29.97,0
63,29,9.8,1,10,83,3,29.97,0
63,29,9.8,4,10,83,5,29.96,0
63,29,9.8,2,9,87,7,29.99,1390
63,29,9.8,1,10,70,6,29.99,25263
63,29,9.8,1,10,66,6,29.96,32513
63,29,9.8,1,10,63,21,29.92,18417
63,29,9.8,1,10,78,16,29.93,802
63,29,9.8,1,10,90,15,29.97,0
62,30,12.1,1,10,93,8,29.99,0
62,30,12.1,4,10,90,5,29.99,0
62,30,12.1,4,9,87,5,30.02,1245
62,30,12.1,1,10,70,13,30.03,23711
62,30,12.1,1,10,61,15,30,31463
62,30,12.1,1,10,70,23,29.98,18322
62,30,12.1,2,10,90,13,29.99,747
62,30,12.1,1,10,93,15,30.04,0
71,29,9.8,2,10,93,10,30.05,0
71,29,9.8,3,10,96,6,30.04,0
71,29,9.8,4,0.25,100,5,30.06,5372
71,29,9.8,1,10,78,3,30.05,26175
71,29,9.8,0,10,42,13,30,31028
71,29,9.8,3,10,47,18,29.95,17989
71,29,9.8,3,10,47,22,29.95,1090
71,29,9.8,3,10,61,9,29.98,0
78,29,6.6,3,10,72,6,29.97,0
78,29,6.6,3,10,52,0,29.94,0
78,29,6.6,3,10,71,0,29.97,4957
78,29,6.6,3,10,66,3,29.97,23873
78,29,6.6,3,10,36,5,29.94,22231
78,29,6.6,4,10,19,20,29.91,9224
78,29,6.6,4,10,32,13,29.9,271
78,29,6.6,1,10,45,6,29.92,0
74,29,12.4,1,10,46,5,29.9,0
74,29,12.4,1,10,57,3,29.89,0
74,29,12.4,1,10,66,0,29.91,0
74,29,12.4,1,10,74,0,29.9,7263
74,29,12.4,1,10,40,24,29.86,29731
74,29,12.4,1,10,43,30,29.82,16587
74,29,12.4,1,10,70,21,29.81,586
74,29,12.4,1,10,81,14,29.84,0
61,27,15.8,1,10,90,18,29.83,0
61,27,15.8,1,10,90,13,29.84,0
61,27,15.8,2,10,90,8,29.86,884
61,27,15.8,2,10,75,14,29.88,15348
61,27,15.8,2,10,68,23,29.86,32524
61,27,15.8,2,10,73,20,29.83,17294
61,27,15.8,3,10,84,17,29.85,895
61,27,15.8,4,10,90,13,29.87,0
63,27,13.9,4,10,93,11,29.86,0
63,27,13.9,4,10,90,11,29.86,0
63,27,13.9,4,10,87,9,29.9,464
63,27,13.9,4,10,75,10,29.93,6995
63,27,13.9,1,10,66,15,29.91,29490
63,27,13.9,2,10,68,21,29.88,17257
63,27,13.9,2,10,81,17,29.87,677
63,27,13.9,1,10,81,11,29.9,0
